"Collection Name","Title#1","Subtitle#1","Uniform Title#1","Alternative Title#1","Alternative Title#1$2","Alternative Title#1$1","Alternative Title#1$3","Non Sort#1","Title Part Number#1","Name Part#1","Name Part Date#1","Name Role Term Text#1","Name Type#1","Name Authority#1","Name Part#2","Name Part Date#2","Name Role Term Text#2","Name Type#2","Name Authority#2","Name Part#3","Name Part Date#3","Name Role Term Text#3","Name Type#3","Name Authority#3","Name Part#4","Name Part Date#4","Name Role Term Text#4","Name Type#4","Name Authority#4","Name Part#5","Name Part Date#5","Name Part#6","Name Part#7","Name Part Date#7","Type of Resource#1","Place Term#1","Place Term#1$1","Place Term#1$2","Place Term#1$3","Place Term Type#1","Place Term Authority#1","Publisher#1","Publisher#1$1","Publisher#1$5","Publisher#1$4","Publisher#1$3","Publisher#1$2","Date Issued#1","Date Issued Encoding#1","Date Created#1","Date Created Encoding#1","Edition#1","Issuance#1","Place Term#2$1","Place Term#2$2","Place Term#2","Place Term Type#2","Place Term Authority#2","Publisher#2","Publisher#2$2","Publisher#2$1","Date Issued#2","Date Issued Encoding#2","Date Created#2","Date Created Encoding#2","Edition#2","Issuance#2","Language Term#1","Language Term Code#1","Language Term Code Authority#1","Form#1","Form Authority#1","Internet Media Type#1","Extent#1","Digital Origin#1","Abstract#1","Table of Contents#1","Note#1$6","Note#1$7","Note#1$4","Note#1$5","Note#1$2","Note#1$3","Note#1$1","Note#1","Note Type#1","Note#2","Note#2$9","Note#2$7","Note#2$8","Note#2$5","Note#2$6","Note#2$3","Note#2$4","Note#2$1","Note#2$2","Note Type#2","Note#3","Note#3$6","Note#3$4","Note#3$5","Note#3$2","Note#3$3","Note#3$1","Note Type#3","Note#4$3","Note#4$4","Note#4$1","Note#4$2","Note#4","Note Type#4","Note#5","Note Type#5","Note#6","Note#7","Note#8","Subject Topic#1","Subject Authority#1","Subject Geographic#1","Subject Geographic Authority#1","Subject Temporal#1","Subject Name#1$1","Subject Name#1$2","Subject Name#1$3","Subject Name#1","Subject Geographic Code#1","Subject Geographic Code Authority#1","Subject Topic#2","Subject Authority#2","Subject Geographic#2","Subject Geographic Authority#2","Subject Temporal#2","Subject Temporal Authority#2","Subject Name#2","Subject Geographic Code#2","Subject Geographic Code Authority#2","Subject Topic#3","Subject Authority#3","Subject Geographic#3","Subject Name#3","Subject Topic#4","Subject Authority#4","Subject Geographic#4","Subject Topic#5","Subject Authority#5","Classification#1","Classification Authority#1","Related Item#1","Related Item Type#1","Related Item Identifier#1","Related Item Identifier URI#1","Identifier#1","Physical Location#1","Physical Location Type#1","Access Condition#1","Scanning technician#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Women Poets of the Romantic Period","A Residence in France during the years 1792, 1793, 1794, and 1795","with general and incidental remarks on the French character and manners ; prepared for the press by John Gifford","","","","","","","","Williams, Helen Maria,","1762-1827","","personal","naf","Gifford, John","1758-1818","","personal","naf","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for T.N. Longman,","","","","","","1797","marc","1797","marc","2nd ed","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","2 v. ; 22 cm. (8vo)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/126.htm","","","","","","","","described in a series of letters from an English lady :","Statement of responsibility","Authorship attributed to both Helen Maria Williams and to John Gifford","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","e-fr---","marcgac","","","","","","","","","","","","","","","","","","","WPRP 126","local","","","","","b27161808","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475008","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475008~"
"Women Poets of the Romantic Period","A Residence in France, during the years 1792, 1793, 1794, and 1795","described in a series of letters from an English lady: with general and incidental remarks on the French character and manners","","","","","","","","Williams, Helen Maria","1762-1827","","personal","naf","Gifford, John","1758-1818","","personal","naf","Burke, Edmund","1729-1797","","","","Kollock, Shepard","1750-1839","","","","Davis, Cornelius","1758?-1831","","","","Language material","nju","","","","code","marccountry","","","","","","","","","","","","","","","Elizabeth-Town [N.J.]","text","","Printed by Shepard Kollock for Cornelius Davis, no. 94, Water-Street, New-York.","","","1798","marc","1798","marc","First American edition. [One line in French from Du Belloy]","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","xx, [1], 22-517, [3] p. ; 21 cm. (8vo)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/127.htm","","","","","","","","Prepared for the press by John Gifford, Esq. author of The history of France, Letter to Lord Lauderdale, Letter to the Hon. T. Erskine, &c","Statement of responsibility","","","","","","","Errors in paging: p. 228, 409 misnumbered 282, 490","","Attributed to Helen Maria Williams. Cf. Evans","Dedicated to Edmund Burke","","","","","","","","","","","","","","","","","","","","","1798","","","","","","","","","","","","","France","lcsh","","","","e-fr---","marcgac","","","","","","","","","","WPRP 127","local","","","","","b27161821","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475026","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475026~"
"Women Poets of the Romantic Period","A search after happiness","a pastoral : in three dialogues","","Caption title: Traveller; or, A prospect of society","","","","","","More, Hannah","1745-1833","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","Bristol","text","","Printed and sold by S. Farley ... [and 4 others,","","","1773?","marc","1773","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","[10], 37, [1] p. ; 27 cm. (4to)","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/112.htm","","","","","","","","by a young lady","Statement of responsibility","With: Percy, Thomas. The hermit of Warkworth. 3d ed. London : T. Davies and S. Leacroft, 1772","","","","","","","","","","","","With half title","Publication date from ESTC","Signatures: [A]-F⁴","Dedication: To Mrs. Gwatkin","Includes prologues to Hamlet and King Lear spoken by ""the late Mr. Powell"" (p. [35]-37)","By Hannah More. Cf. ESTC","","","","","","","","","","","","","Happiness--Prologues and epilogues","lcsh","","","","","","","","","","","","Warkworth (Northumberland, England)","lcsh","","","","","","","","","","","","","","","WPRP 112","local","","","","","b36413987","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479817","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479817~"
"Women Poets of the Romantic Period","A season at Harrogate","in a series of poetical epistles, from Benjamin Blunderhead, Esquire, to his mother, in Derbyshire. With useful and copious notes, descriptive of the objects most worthy of attention in the vicinity of Harrogate","","Sketches of life and literature","","","","","","Hofland, (Barbara)","1770-1844","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","Knaresbrough,","text","","Wilson,","","","1812","marc","1812","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","103 p","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/040.htm","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 40","local","","","","","b2721204x","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475079","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475079~"
"Women Poets of the Romantic Period","A series of letters between Mrs. Elizabeth Carter and Miss Catherine Talbot, from the year 1741 to 1770","to which are added, Letters from Mrs. Elizabeth Carter to Mrs. Vesey, between the years 1763 and 1787; published from the original manuscripts in the posession of the Rev. Montagu Pennington","","","","","","","","Carter, Elizabeth","1717-1806","","personal","naf","Pennington, Montagu","1762-1849","","","","Talbot, Catherine","1721-1770","","personal","naf","Vesey, Elizabeth Vesey","1715?-1791","","","","","","","","","Language material","London","","","","text","","Printed for F.C. and J. Rivington,","","","","","","1809","marc","1809","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","4 v. ; 22 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/125.htm","","","","","","","","Includes index","","","","","","","","","","","","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","Carter, Elizabeth","Talbot, Catherine","Vesey, Elizabeth Vesey","","","","","","","","","","","","","","","","","","","","","","WPRP 125","local","","","","","b36321850","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479387","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479387~"
"Women Poets of the Romantic Period","A series of plays","","","","","","","","","Baillie, Joanna,","1762-1851","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Printed for Longman, Hurst, Rees and Orme,","","","1805-1812","marc","1805-1812","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","4 v. 23 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/130.htm","","","","","","","","in which it is attempted to delineate the stronger passions of the mind: each passion being the subject of a tragedy and a comedy. By Joanna Baillie","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","France","lcsh","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 130","local","","","","","b27212026","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","475045","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~475045~"
"Women Poets of the Romantic Period","A series of plays","","","","","","","","","Baillie, Joanna","1762-1851","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Longman, Hurst, Rees, Orme and Brown,","","","1821.?ï","marc","1821","marc","New ed","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","3 v. 21 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/202.htm","","","","","","","","in which it is attempted to delineate the stronger passions of the mind: each passion being the subject of a tragedy and a comedy. By Joanna Baille","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 202","local","","","","","b35997540","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","477928","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~477928~"
"Women Poets of the Romantic Period","A tribute to the memory of Sir Samuel Romilly","","","Fugitive poems","","","","","","Croker, Margaret Sarah","","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed by G. Sidney, Northumberland Street; published by John Souter, No.73, St. Paul's Church-Yard,","","","","","","1818","marc","","","","","","","","","","","","","","","","","","","","","","electronic","marcform","tiff","","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/022.htm","","","","","","","","by Miss M. S. Croker","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 22","local","","","","","b47214120","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","481470","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1814/0001.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~481470~136682"
"Women Poets of the Romantic Period","A trip to the coast","or, poems descriptive of various interesting objects on the sea-shore","","","","","","","","O'Keeffe, Adelaide","1776-1865","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for Darton, Harvey, and Darton,","","","","","","1819","marc","1819","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","viii,[1],157 p. engr.front.,[3]engr.plates. 14 1/2 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/250.htm","","","","","","","","by Miss O'Keefe [sic]","Statement of responsibility","Cf. Osborne collection of early children's books. Toronto, 1975, p. 74","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 250","local","","","","","b32266248","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476737","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476737~"
"Women Poets of the Romantic Period","A wife in the right","a comedy","","","","","","","","Griffith, Mrs. (Elizabeth)","1720?-1793","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Printed for the author, and sold by Mess. E. and C. Dilly ..., J. Robson ..., and J. Walter ...,","","","","","","1772","marc","1772","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","[24], 89, [3] p. ; 21 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/108b.htm","","","","","","","","With: Smythe, James Moore. The rival modes. 2nd ed. London : Bernard Lintot, 1727","","by Mrs. Griffith","","","","","","","","","","Statement of responsibility","","","","","Signatures: [a]⁴ b-c⁴ A-L⁴ M²","The list of subscribers: p. [13-21], (1st group)","First edition, cf. NCBEL, cited below","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 108b","local","","","","","b36413926","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","479783","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~479783~"
"Women Poets of the Romantic Period","Ada, and other poems","","Poems.","","","","","","","Browne, Mary Ann","1812-1844","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","London","","","","text","","Longman, Rees, Orme, Brown, and Green; Hatchard & Son; and W. Benning,","","","","","","1828","marc","1828","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","iv, [2], ii, 277, [3] p. ; 21 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/009.htm","","","","","","","","By Mary Ann Browne, authoress of ""Mount Blanc,"" &c., &c","Statement of responsibility","","","","","","","","","Errata: p. [279]","Signatures: [A]⁴, B-S⁸, T⁴","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 9","local","","","","","b36062765","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478133","","http://cudl.colorado.edu/MediaManager/srvr?mediafile=/Size0/UCBOULDERCB1-65-NA/1829/0008.jpg","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478133~136695"
"Women Poets of the Romantic Period","Adeline Mowbray, or, The mother and daughter","a tale","","Short memoir of the late David Saunders, the shepherd of Salisbury-Plain","","","","","","Opie, Amelia Alderson","1769-1853","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","","Edinburgh","London","","text","","","A. Constable","","","","Longman, Hurst, Rees & Orme","1805","marc","1805","marc","","Monograph/item","","","enk","code","marccountry","","","","","","","","","","English","eng","iso639-2b","electronic","marcform","tiff","3 v. ; 16 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/424.htm","","","","","","","","by Mrs. Opie","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 424","local","","","","","b44990613","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","481367","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~481367~"
"Women Poets of the Romantic Period","All the works of Epictetus","which are now extant; consisting of his Discourses, preserved by Arrian, in four books, the Enchiridion, and fragments","","","","","","","","Carter, Elizabeth","1717-1806","translator","personal","naf","Epictetus","","","personal","naf","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","Printed by S. Richardson,","","","1758","marc","1758","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","9 p. ℓ., xli, [1], 505, [11] p. 30 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/206.htm","","","","","","","","Tr. from the original Greek, by Elizabeth Carter. With an introduction, and notes, by the translator","Statement of responsibility","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","WPRP 206","local","","","","","b28985734","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","476196","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~476196~"
"Women Poets of the Romantic Period","Almida","a tragedy, as it is performed at the Theatre Royal in Drury-Lane","","","","","","","","Celesia, Dorothea","1738-1790","","personal","naf","","","","","","","","","","","","","","","","","","","","","Language material","enk","","","","code","marccountry","","","","","","","","","","","","","","","London,","text","","T. Becket and co.,","","","1771","marc","1771","marc","","Monograph/item","English","eng","iso639-2b","electronic","marcform","tiff","4 p. ℓ., 66, [2] p. 20 cm","reformatted digital","","http://ucblibraries.colorado.edu/specialcollections/collections/wprp/items/119.htm","","","","","","","","By a lady","Statement of responsibility","An adaptation of Voltaire's ""Tancrède""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Voltaire","","","","","","","","","","","","","","","","","","","","","WPRP 119","local","","","","","b36092885","UCB Libraries Special Collections","current","Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owners. In addition, the reproduction of some materials may be restricted by terms of gift or purchase agreements, donor restrictions, privacy and publicity rights, licensing and trademarks. Works not in the public domain cannot be used commercially without permission of the copyright owner. Responsibility for any use rests exclusively with the user.","Djiganian, Gor","478229","","","https://cudl.colorado.edu//luna/servlet/detail/UCBOULDERCB1~65~65~478229~"
